,text,target
800370,@BrittyDS Don't blame me.  I just like good things. ;),1
800371,@darkknight808 okay! I think little oven again on wednesday!  7-9pm?,1
800372,@LoriGama that's most excellent  lotsa people loving you hehe *Winks*,1
800373,"@jia_zhen it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it ",1
800374,"amidst all these recession talks, my friend told me yesterday that she got a pay hike  it sure is a nice to hear that.",1
800375,is now using windows and tweetdeck... temporarily... ,1
800376,I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/,1
800377,"@robgokeemusic I know - I should have made some, taken them to my meetings &amp; I should have foreseen my sister was going 2 pick up a stray ",1
800378,@JonathanRKnight you can DIRECT MESSAGE us/me/all of us...whatever you want ,1
800379,@mars2thestars here it is  http://tinyurl.com/hecklerxyz,1
800380,Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad ,1
800381,Your Following for a Reason.....  www.facesbyrozzj.com,1
800382,"I missed twitter, ym, multiply and PET SOCIETY. I haven't been able to use the internet because I was quite busy for the past few days. ",1
800383,"@mileycyrus Juz watchin' 3 eps. of your show HM, I must say I instantly became a fan of urs! ;D Lovin' ur humor so mucho! More power 2 u! ",1
800384,I have a new background  It didn't exactly work how I wanted but I was bored with the old one.,1
800385,If you are at #Paragon please vote my work!  LOL,1
800386,@mrskutcher I keep forgetting you are in a different time zone than normal! I see your 'tweets' about the morning when it's 10:45pm here! ,1
800387,@mantia Do you have an example of the animation? I mean a youtube video or something? I'm curious to see it work. Snowing there too? ,1
800388,@TheRudeTypist Need an invite to hunch? ,1
800389,@JonathanRKnight Thought you were a Mac ,1
800390,@JonathanRKnight Maybe Jordan could help you answer a few? Just an idea.. ,1
800391,"Finally made my map of Panama. &quot;What's a Panama, is that like an animal?&quot; Haha love my friends ",1
800392,@ManyaS ,1
800393,@ddlovato I will gladly give you the squirrel in Jenny's house if you join us. A SQUIRREL. It'll kill two birds with one stone! ,1
800394,Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol ,1
800395,"will be part of my friend's wedding entourage. In Tagalog, abay sa kasal. I'll be carrying the veil. Thanks, Mau. ",1
800396,"@Bern_morley it's the weather, petal. don't sweat it ... oh ...  ... sorry ... ",1
800397,@dfizzy Hey There ! How are you today? ,1
800398,"Whoops, sorry to anyone trying to email me earlier today. My inbox was full but should now be empty ",1
800399,@chocolate_dip lol i wasnt complaining just making sure @yoeyfreshier wasnt getting off before me but @tivon cleared that up ,1
800400,@mademoiselledee That is one freaky movie. I like &quot;I got life&quot; ,1
800401,Megan is hanging out ,1
800402,Going to bed and then up early to prep for an interview in Cleveland tomorrow ,1
800403,A healthy remedy for you AND your dog  http://PetParenthood.blogspot.com #dogs,1
800404,That was sick. Soma rocks. ,1
800405,@staceysoleil  yep..lol  I was bored... Edward is hunting with the guys..,1
800406,@victoriaerin HEYYYYYYYYYYY YOU ,1
800407,"Studying philosophy and math... &lt;----BLAH aka listening to music and on twitter, facebook, and myspace ",1
800408,@JonathanRKnight There is no way on earth that you can answer everyone  Will you ask Donnie if he got the gift from my 9 yr old lastnight?,1
800409,on my psp browser for the first time in over a year ,1
800410,@aparajuli good luck to you ,1
800411,Is glad the Angels won their first game of the season. ,1
800412,@misstoriblack I have absolutely no doubt that I will!  here's to your continued success ,1
800413,Another day in the office... 2 days to go.  http://twitpic.com/2y2y1,1
800414,@mattimassacre nice  yeah so wish I could afford those things,1
800415,@loic I want to see that too! But it'll take so long to get 800 friends.. ,1
800416,Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. ,1
800417,"@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? ",1
800418,Studying with friends!  that's my update,1
800419,@piercethevic im glad everythings going good for you guys ,1
800420,"@JonathanRKnight Don't worry about it, we are just happy to have you on here! ",1
800421,"@suplada I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. ",1
800422,@eddieizzard You wouldn't happen to still be in NYC doing gigs on Friday or Saturday next week? ,1
800423,ty  @GR8FL - soon I upload too  Emmylou Harris ï¿½ I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc,1
800424,cheeck thiss hand cuz im marvelous ;) boy.. idk hoow im gona make it threw this weeeek ,1
800425,Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! ,1
800426,"@jennmae awesome.  home from work around 430, and then have to take the puppy out, then to Capones. ",1
800427,@nerdist  That photo IS Vegas ,1
800428,@elissakim  yeah!  opening day too!,1
800429,@iamdiddy I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! ,1
800430,@fmsQuatro the A's are my AL team ,1
800431,had a really good day    off to do some shoppping,1
800432,@kamy775 ok..I did it...hope it works now ,1
800433,@amp451 good night  sweet dreamz,1
800434,@i140 I hope that Scentsational doesn't get dissed ,1
800435,will invite people to twitter. ,1
800436,@bluestreak23 @jasonandjodie Coming soon enough my friends - Big project in works for just that - Good new and only good news ,1
800437,@cookrn woohoo!  yeah that day i was rockin it hard core  ,1
800438,"@JonathanRKnight Hey Jon we all love ya and understand,that's all it counts  ",1
800439,@imalcolmjames no internship yet but ive got a place to stay. w/ any luck i'll spend some time in teaneck before heading back to utah ,1
800440,"If I can make it to bed without running into a wall or tripping over my own feet, that is. Heh. ",1
800441,"@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result ",1
800442,@larryczerwonka Exactly!! ,1
800443,i wonder how long i can stay up until i pass out and wake up again at 6 ,1
800444,@DonnieWahlberg Great words of wisdom D-Dub!! Now can you tell the doctor to let me have some alcohol &amp; caffeine!! ,1
800445,@Jonathanrknight so good knight and sleep well.  I know I will now!! ,1
800446,exhausted! but glad i got to see UNC become national champs!  ,1
800447,Centrelink wasnt as bad as I thought it was going to be !!!! ,1
800448,@davesjessica wouldn't want you any other way! ,1
800449,Is hella excited cuz the Italian is here ,1
800450,"Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram ",1
800451,"It was quick, but exhausting. 1 day @ a time ",1
800452,Jasmine and Bohdi are here for the holidays!! ,1
800453,@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?,1
800454,going outside to jump on my trampoine  WOOOT!,1
800455,@SophieVeronica today was rad. we made it into the finals for cross country YAY. love you sophie &lt;3 (L) ps everythins cool with my mates ,1
800456,"@HuntersMama1985 LOL, I was thinking the same thing ",1
800457,"@JonathanRKnight Don't feel pressured, none of us EXPECT a reply back, we're just happy to be able to listen to you talk  ",1
800458,@Suai Oh &quot;Shooter&quot; is a good movie!  Only seen it once tho.  Gotta put that back on my &quot;to watch&quot; list! ,1
800459,@DonnieWahlberg I can tell u have spoken. FB &amp; Twitter are on Fire right now!!  Hope ur feelin better love.  have a great night...,1
800460,"@KourtneyKardash i hate morn workouts bc i love to sleep late  ha have fun in mexico! love the show, is the trip gonna air on keeping up?",1
800461,"i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming ",1
800462,"@ma_shinka go on, Mary's listening ",1
800463,@TheAshBall ,1
800464,nodame cantabile is &lt;3. I think I'm falling in love with classical music. ,1
800465,"...so i just ordered my copy of Hardcore Underground 3  love me, love me! Canary in skinny jeans going balls deep.",1
800466,@markegli &amp; @kariegli the dinner menu this week is something pasta-y (we have cheese?) and also chicken noodle soup. ,1
800467,"new jersey, here i come ",1
800468,on facebook ,1
800469,"@Vonster good point, 2 draw  2 don't  nice quote though. I like that.",1
800470,@Croconaw goodnight ,1
800471,"@danielkirkley Lead Me To The Cross is one of my favorites!! Great job, D!!! ",1
800472,just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!,1
800473,BOOM BOOM POW-oops ,1
800474,The Super Red Diva !!!  Stupid University ,1
800475,This latest episode of NewNowNext is like full of awesome! ,1
800476,"When you just want things to end, remember to have faith because one day, it's all going to be alright ",1
800477,@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&amp;B-would love to work there!,1
800478,@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. ,1
800479,"@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun.",1
800480,Artistic affirmation from a drunk lady was kinda just what I needed! ,1
800481,@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow ,1
800482,"A je kakï¿½en rip od Trenutek resnice? Link, link, link ",1
800483,Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry ,1
800484,tweeting from my brand new Sony PSP... just because I CAN!!  ,1
800485,@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! ,1
800486,"well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone ",1
800487,@juliaroy I've just seen your Flickr and I've fallen in love!!! Just Wonderful!!! Awesome... !!! ,1
800488,@danielc Sorry it wasn't Wrath of Khan.  But we made do. ,1
800489,"juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n",1
800490,@ricardooooo we'll have a geek off next time you are in Tahoe!! But you need to get miss vicky jay reciting star wars by then ,1
800491, aww dont make me blush!,1
800492,trying to figure this thing out ,1
800493,watching &quot;The Princess Bride&quot; I want a Wesley!!! ,1
800494,@lisaholmes you can buy my fiances duplex in Terwillegar ,1
800495,@apleaforaaron i could really eat some cheese  i have a hankering for some austrian smoked cheese. YUM!,1
800496,@ddlovato I am so FUCKING jealous of you girl. Have fun though  xxx,1
800497,@ThaStevieG my bunnys name was Lucy  you can go ahead and guess who she was named after lmao,1
800498,@pixelpipe any updates for iPhone OS 3.0 yet? I miss you guys ,1
800499,"Denise, I love you. ",1
800500,"Happy Morning, la toat? lumea!  ",1
800501,@CTesdahl well you can always digg or stumble...both have aided me greatly in wasting countless hours of my life ,1
800502,vote for @xxStephy http://www.tripcentral.ca/PHP/funny/index.php?action=playVideo&amp;videoID=89 !  yayyy,1
800503,"Played @ gpokr.com, busted some n00b arses  waiting for pokerstars freeroll to begin and having coffeeeeeee!!!",1
800504,@XPhile1908 &quot;convenience&quot; of the remedy &lt;---That's just cuz you are a doc!  #24,1
800505,Karaoke with XT on Wed and drum lessons on Thursday!!! What a week... I'll work somewhere in there ,1
800506,@pepstein Type it on the blog post and print it ,1
800507,@fachatc  Obi und Hornbach. #Baumarkt (via twitter.com): @fachatc  Obi und Hornbach. #Baumarkt http://tiny.. http://tinyurl.com/d9wnza,1
800508,"@honey_honeybun Aw, thanks...let's hope so! I am more worried about Geoff's teeth! Hope you are having a good day, H or HB. ",1
800509,Watching Keith Olbermann(late late rerun) then it's on to The Daily Show which is having Michael J. Fox on as guest. My high school crush ,1
800510,@imagejennation @whitrt we found a great Chinese place to hang out at ,1
800511,"@esotericsean heh, thanks for advertising my skills ",1
